State,Temperature,Humidity,Rainfall,LAI,Month,Population_Density,Disease
Bihar,34.21962458189596,71.7235704499285,123.7791258003109,3.4549936437367803,April,823.4171530081654,Typhoid
Tamil Nadu,36.17872591233632,66.90555514620544,5.487269033817337,5.828855840018519,September,479.79161747341624,Typhoid
Goa,34.72565548922325,87.50350088201905,307.1351049072923,2.6387909561286085,September,941.1488761567817,Malaria
Tripura,29.856493955454905,45.452865930819385,336.2604277185544,2.842250406550188,January,103.49270614078624,Cholera
Punjab,41.14862317626221,46.91523739746165,62.58897823133672,1.706614824266174,September,810.4591839249362,Typhoid
Jharkhand,33.087917899704976,89.19643672925628,127.42896058573538,2.4902372839966356,May,759.350716512891,Dengue
Mizoram,42.21503859256709,42.88112407498386,90.49954247496842,2.2583786788253732,October,273.9940876784994,Typhoid
Uttar Pradesh,36.57775263354361,62.68540794853672,71.1381344304914,1.066767428788272,May,849.7847588556215,Typhoid
Himachal Pradesh,42.98507464431674,81.30110769785614,65.59892668296958,3.0447249401629097,February,711.4674796212122,Typhoid
Tripura,27.111596231629946,54.02786800630187,280.71048532018574,4.75675759185531,June,235.0359178577224,Heatstroke
Uttar Pradesh,37.092468003895554,73.39145710440665,229.0820943794412,2.7923128544240767,March,781.0642694711214,Typhoid
Andhra Pradesh,38.09885068527788,81.57286671281841,315.01651573169994,2.830025031414954,May,699.7820910759107,Typhoid
Assam,40.74122343367553,47.242756331409645,285.24380407072266,1.3077253286567427,March,270.5018572284616,Typhoid
Goa,30.497530383521514,76.52032593153189,256.1867389953726,1.8156967076422683,February,1012.0784381161319,Typhoid
Uttarakhand,32.70908475716158,48.2391256465324,253.0562890550022,3.631403505145779,November,491.67530625061033,Typhoid
Odisha,32.69531166079063,44.23489463444188,270.2990781225031,4.904481194530848,September,527.5063586161009,Malaria
Bihar,36.2722542404976,59.37210077001252,29.007044879508673,1.971272617555753,October,1065.87010363177,Heatstroke
Madhya Pradesh,28.1246962894799,45.72149387570434,192.20945597496097,1.715941329959372,August,27.07285163771871,Cholera
Assam,32.63923823591609,48.77433490406795,291.5692568757218,5.09389622862808,July,241.76164142734612,Cholera
Andhra Pradesh,26.00588215768395,83.11580215836298,64.13415732297466,2.422703995421265,November,311.65791191960926,Typhoid
Assam,33.19208687025663,74.65029554599111,131.63126461813536,5.533473812364738,June,932.0167099621216,Typhoid
Arunachal Pradesh,33.92689439852321,48.77114049441358,349.6739127485536,3.591020814832446,December,699.8440196219973,Heatstroke
Arunachal Pradesh,34.958257886710456,58.6554636016605,304.01360973715987,4.529375110485849,August,463.960153640057,Cholera
Chhattisgarh,26.021969070093373,89.62232795266662,308.92630267253674,5.474039637159171,May,832.5067524505864,Typhoid
Madhya Pradesh,33.244947800276094,78.64081451827309,269.31011429463103,5.213462761288228,September,230.96289536606074,Typhoid
Nagaland,36.534448978250325,65.38385226125918,337.7689692495754,4.753288473781964,December,699.5097063877188,Cholera
Uttarakhand,33.130604402920326,53.39380405813617,134.85002491543932,1.718745312253633,July,277.2352417574067,Cholera
Arunachal Pradesh,31.41171376527158,86.24407884120708,64.74187473692743,3.6105972222222515,October,1077.8179654932944,Cholera
Rajasthan,31.536925236104196,79.69872214543186,186.52193421638734,4.402543411767573,June,369.6316144863629,Typhoid
Andhra Pradesh,39.93867544491957,73.16553110160135,153.8935341068796,5.564829193923212,March,543.2387462211082,Typhoid
Arunachal Pradesh,43.22469995096698,78.94908032610431,113.61924868711786,1.5245514425609688,December,1052.172725212415,Typhoid
Jharkhand,37.07048645483097,84.25179173526934,161.66403481403827,3.946197398370591,July,332.78195414507235,Malaria
Punjab,40.935417436611516,84.3125578429739,345.92492408026226,5.849016468994619,December,1090.6100361449246,Cholera
Uttar Pradesh,32.539415331025936,58.58858306453462,77.63359057347394,3.1062009712575795,January,37.319065836782244,Typhoid
Jharkhand,37.47658760120263,40.010994469721275,142.0971136666037,2.2944355524015076,July,188.65580173596612,Cholera
Arunachal Pradesh,27.169675141202784,53.633010948051144,7.1014778337325986,2.3431929581591353,March,898.4523383982114,Malaria
Bihar,29.51246745597608,62.940874753189995,163.50149529412556,4.8219313217493305,October,107.42856383565191,Typhoid
Himachal Pradesh,36.193020564158466,78.60635082181247,337.9912559223027,3.2017621036053447,March,999.5177126372413,Typhoid
Himachal Pradesh,44.095410796997,57.813327283140154,68.98994956443967,1.4490679917643292,May,1075.0614685767912,Typhoid
Nagaland,29.31188079156459,44.985217037827404,266.56688579351226,2.5468574908262127,April,660.245332803126,Heatstroke
Uttarakhand,33.33901080332195,49.2690496302718,346.3558612644516,2.938041781339759,April,463.41044040746937,Typhoid
Telangana,41.38030921074189,63.5031183131964,39.994163538037746,3.9816712501491764,August,371.1088994233203,Cholera
Uttarakhand,28.168016582434195,62.64013471104018,255.23059650886208,4.374147807956511,November,676.0608856229544,Typhoid
Madhya Pradesh,37.506887033032726,48.588393827428526,210.53190887547558,5.321779288605531,August,131.08261627607047,Cholera
Tamil Nadu,34.11612030226,50.06934333934803,25.685878396058477,2.4698924665234103,November,342.9515652037365,Malaria
Manipur,40.630472237103035,48.23422601957019,255.5915374166064,1.2269667021488686,August,606.7653027453784,Malaria
Tamil Nadu,26.964837015059206,71.39387166942073,146.51056024390857,2.2815687633240125,March,568.7471706431079,Dengue
Punjab,40.53481576466661,69.71634290627289,176.29386476112194,3.4394380292083384,June,385.8808452389618,Typhoid
Meghalaya,32.05958364353036,50.05044410545035,153.97318598004458,5.226273602383591,November,232.89759631692053,Cholera
Nagaland,43.957035718190774,74.93542821750196,30.069000357864976,4.323820684837151,June,927.591963133065,Typhoid
Madhya Pradesh,40.539615319097685,72.7705228568917,134.10820830848488,3.6542531067505593,September,640.786492465367,Heatstroke
Tamil Nadu,34.42448327153425,84.00561916479603,222.5458322684947,2.865217323409574,April,381.2115122049059,Cholera
Chhattisgarh,29.593018949165767,52.40100638537633,303.3011537784001,2.8474560601277434,January,936.0589346639317,Typhoid
Haryana,37.21544969537534,86.40190917478475,98.7946495873232,2.38854576418433,January,825.753126544771,Heatstroke
Karnataka,34.71620389023704,88.26258674929775,120.53172796880953,4.252237986270641,August,442.8442192245566,Typhoid
Tripura,44.004876755069546,68.88452025758676,96.21469100111175,2.123001073186188,August,943.3261872100803,Typhoid
Manipur,25.390438078603047,83.54905746546936,349.33165954226797,4.274447880793295,October,27.42391763278519,Typhoid
Meghalaya,27.227894965206822,49.983246205235346,302.9494016169545,3.3777439315688493,July,379.89055197711514,Typhoid
Karnataka,32.751488945541624,51.90898310317551,235.615387075083,3.493171054120156,October,120.19630418396463,Typhoid
Madhya Pradesh,36.66624024288103,71.75090095532119,55.00666945468195,1.0029564739686632,May,188.58245019618633,Typhoid
Karnataka,42.60143079857649,83.78750977265594,56.566745607976024,5.540051320881562,January,799.24783078144,Malaria
Manipur,31.53807556747057,70.6124876239852,305.5715187416925,2.143590287402877,August,522.2124862784999,Typhoid
Meghalaya,37.74414068031086,85.19314252457102,249.02844180817345,2.7417096943286876,September,791.7295550345056,Typhoid
Gujarat,27.177768276346303,88.71392943429029,82.11625314709819,4.474215148190405,December,975.0262965000603,Typhoid
Punjab,32.300243486375095,63.897557301997885,314.4403150174508,4.532858659844528,May,793.8532287167027,Typhoid
Sikkim,44.080463119813416,88.94335125548531,55.10823004671597,2.739673656503652,July,74.28937198867993,Cholera
Telangana,31.03337502212664,54.58913873469902,175.37358091358936,1.5399375080539408,September,303.0430553599907,Typhoid
Chhattisgarh,43.22648825916262,86.7363388541032,278.5589775400479,5.601331833217332,March,405.4986190657408,Cholera
Bihar,28.314766268366785,76.29021696488225,300.0703207036716,1.1167933435133022,July,1100.2491918067276,Typhoid
Arunachal Pradesh,38.98025993521505,89.06573299761854,287.5144113246464,4.053255396793389,July,763.9834605963707,Typhoid
Goa,26.65476483187267,74.97094249410989,223.5553935711402,3.7179278051996465,August,573.8543094812082,Cholera
Gujarat,26.518658983911642,51.80721824447919,276.4238549772652,4.283908397431272,October,1009.5021294069921,Typhoid
Jharkhand,28.23268369615147,88.78773501916835,227.13827701837704,2.8262691629419026,October,497.60720888220146,Typhoid
Uttarakhand,38.96529215068448,85.54911988068332,87.13531915888206,3.3464102202305686,May,1056.0740768219162,Cholera
Telangana,37.62991427396509,88.36149830604542,199.80697398720537,4.056626520535742,October,368.6883336738386,Dengue
Himachal Pradesh,29.545053418861166,49.98599484012712,224.003983801786,5.974698253773108,March,792.7241699961153,Cholera
Uttarakhand,33.182184807716055,86.02917416935951,278.5693225983591,1.4345264927485055,July,78.12264406361871,Typhoid
Mizoram,39.085045870359785,84.77888766397366,169.26504724377963,3.0098153328241946,April,594.0943450259683,Typhoid
Himachal Pradesh,41.04209700995893,57.207792397860466,118.79543193034344,1.5382281168958896,May,860.3261858468896,Typhoid
Manipur,40.377790287698204,87.4100574861777,21.78719619636446,1.63827350278568,December,648.8181542631177,Heatstroke
Karnataka,30.47010543937313,57.90757346575597,328.19556153490873,2.5968649900658427,June,329.07974471724134,Malaria
West Bengal,40.51622321749155,55.895791147713126,72.02126887115331,3.0936697090626586,November,548.8053818189712,Typhoid
Bihar,38.37274275944844,68.60463244500625,90.70209715594623,1.4625337396427065,October,513.8327706744744,Typhoid
Haryana,39.29496124785461,42.67614892152276,13.173119196727535,2.915331287265008,March,280.1038182143963,Typhoid
Tamil Nadu,43.778441824800225,69.62354929552758,285.5167451974134,3.2109574555155604,October,203.4402072748362,Typhoid
Rajasthan,32.764002458312824,50.95827151608416,41.69301337881539,3.67532688134113,May,672.6152786445678,Typhoid
Madhya Pradesh,38.46450855883766,51.10400853146044,295.208146606949,2.355788702804075,August,206.6950556405583,Cholera
Punjab,43.58867641625574,52.29931877678591,278.2531801913748,1.1724864234747736,April,73.69071719275286,Cholera
Haryana,35.62246905584633,78.01945779103862,286.86259878974346,5.111824766148877,May,759.4307709915432,Cholera
Himachal Pradesh,29.245765492817668,83.17332508642886,281.8741061930784,5.14721544744184,September,620.0410647181455,Cholera
Arunachal Pradesh,33.403482078308706,89.62675400932929,237.10378620785255,2.0723807611253093,July,925.8895928347841,Cholera
Arunachal Pradesh,28.521270125110902,75.93836432023626,305.554336545239,5.079959428378946,April,298.7233399514708,Heatstroke
Chhattisgarh,25.693672266872362,56.54598224296822,287.0228791975097,3.2781698761886684,February,23.982415283829027,Typhoid
Assam,40.36702942821434,42.08848187762653,160.22779119496022,5.757361983986727,January,510.703105017821,Typhoid
Gujarat,42.409318927373945,55.356295598834876,120.83107048682805,5.2967267722179825,June,808.8323351846926,Typhoid
Chhattisgarh,42.52659827858831,51.913318065832016,227.83393352622,4.66117856081063,November,566.9827619897367,Typhoid
Kerala,41.07275340442672,66.90548637649117,16.531944126363022,3.7974091244839054,September,650.3381018044031,Typhoid
Jharkhand,42.94116320389964,81.1657672553158,167.34756320243068,1.790008088478618,August,36.77177058616729,Malaria
Tripura,38.80200520896102,79.97085073812752,256.36742252449164,3.6330807976232977,February,289.5669804483413,Typhoid
Odisha,41.30808772378501,82.49359903635462,94.42447430142833,5.227080288273273,March,614.6296937630033,Typhoid
Uttarakhand,40.19901137741232,82.2241654471656,264.9268660554131,1.9131057761538897,December,556.3586085082627,Typhoid
Telangana,31.35035292921723,70.28744562430603,334.81221373780676,5.374459907462128,August,374.6873983665744,Typhoid
Chhattisgarh,36.27770029159617,62.38229108838881,75.61794387444043,1.3226487311191222,October,997.7438286650787,Cholera
Gujarat,40.07657206730121,64.88021994550661,58.4994192559376,5.0632213433394435,September,406.036410453954,Typhoid
Kerala,42.529027119429514,89.83429723175263,82.48474642947056,3.4410285128215086,January,865.5121108484964,Typhoid
Sikkim,25.992014310305645,50.06685282560755,36.67978890545039,3.4225077254299974,August,67.92939410932897,Typhoid
Tamil Nadu,27.72235359107367,81.37705779529972,5.562536384997638,2.98059383188507,May,236.12302598966556,Typhoid
Manipur,37.17707888973127,83.08612194196903,177.6105268940485,4.183313117813961,August,510.1682527624346,Cholera
Punjab,42.66012267082131,83.8448569804944,134.8490245804795,4.156675307449879,December,726.2822093769698,Typhoid
Assam,29.25522373782642,47.89268239883739,70.67716425314897,1.6214829906929715,September,309.2331663433457,Typhoid
Arunachal Pradesh,30.340676873071843,41.4377027160086,127.0481498028262,3.7654183440214917,October,712.0205100212835,Typhoid
Punjab,36.814699667867636,79.4360655307485,186.4401938058685,2.1418997624452274,September,896.561391761627,Typhoid
Meghalaya,36.04622759671342,71.43814216972615,253.1554836176462,2.1876363977573674,March,271.71219343800726,Typhoid
Mizoram,34.93817418828921,50.3227148488062,7.696019509355559,5.961935667708357,January,513.8849494743271,Typhoid
Madhya Pradesh,39.80663626247862,65.7631909785055,270.07973717009565,4.739024205718856,May,585.7004308661192,Typhoid
Telangana,30.4419595272938,89.70643382286562,10.449302830366172,2.4677901186049307,November,625.7161616401511,Typhoid
Chhattisgarh,41.33593803286925,66.63949243661527,9.428345720626602,5.182257092425516,January,982.7434051322131,Typhoid
Punjab,32.98603227326381,62.69166045358715,246.9341771098449,1.6454860869473218,January,146.22239062356087,Cholera
Madhya Pradesh,42.130657444476945,82.13872667962515,304.53945932198116,4.267329521575027,March,818.1537149961077,Typhoid
West Bengal,35.00632810751799,67.86133394545895,207.56812218733293,3.897841332247808,December,84.31658864272994,Typhoid
Bihar,28.047331206959317,69.8401725045068,323.43459663110417,1.6089483126596251,November,235.56448905799402,Typhoid
Maharashtra,40.455492585376945,42.78966579471017,60.07342290208966,3.2511233331479508,April,584.3069902629721,Typhoid
Gujarat,27.614935193426923,47.20784315037572,185.40574224724944,3.225007879947813,February,177.82281147690333,Typhoid
Tamil Nadu,41.54073875275533,56.01429386052448,235.57837037532607,2.0549989291845927,November,54.7983378329813,Typhoid
Goa,41.51661167392925,77.35327369868448,217.32035368848437,5.680935249576955,March,714.2080777680324,Cholera
Gujarat,42.66597018708313,86.10875193332755,122.5582596930022,4.826230591547096,October,1055.7672909696512,Typhoid
Punjab,36.006572768837025,46.83110085260583,103.21099785971626,3.1958308093127936,January,822.0334675589354,Cholera
Himachal Pradesh,29.173864132779993,83.43484925632424,81.06064202763446,4.866599183820295,June,1055.7504230642453,Typhoid
