State,Temperature,Humidity,Rainfall,LAI,Month,Population_Density,Disease
Rajasthan,28.09913224363776,58.10008434339163,116.2987208393183,4.403321157788295,August,318.62952749572247,Typhoid
Meghalaya,35.34447986490892,62.85161839567608,335.4335359479807,2.2289695909042546,March,835.5214669226785,Typhoid
Tripura,37.5545558155404,89.31032149458836,93.6674905682632,2.18769903425211,December,369.3812988106256,Typhoid
Goa,32.90048655126228,86.20642386884015,74.67621251266966,4.362525199236168,May,642.1746516972403,Typhoid
Arunachal Pradesh,40.39605147770564,58.0197700754879,155.42074286401103,3.8041234545313056,August,757.0561428308071,Typhoid
Assam,25.43796870256045,61.61556223557737,83.7354139134541,3.508397576906172,July,900.2658930563376,Typhoid
Jharkhand,27.86427354612585,87.55196885474396,52.60380555301787,3.8130292964767145,June,518.2843205102124,Typhoid
Mizoram,27.87892007020105,59.3259955150551,144.7540774522329,3.415639442484498,January,273.81134800765835,Typhoid
Bihar,43.32705370438106,80.65408123804409,59.94180858170779,2.0894973395982803,April,320.0045087767249,Typhoid
Manipur,27.02790304681454,84.140749225236,114.63545162884432,3.8663358283366014,February,98.41956872578264,Typhoid
Bihar,34.673784541811386,84.65698022151284,141.63671370608378,3.4367732165925866,December,903.0442002245652,Typhoid
Manipur,25.968423904384533,42.58503235467842,225.77734255849083,5.248735573126352,March,941.7101511476724,Typhoid
Bihar,37.05812303095311,79.53846797599806,337.9577099280566,5.740199877310301,March,1023.3863343190804,Typhoid
Gujarat,28.113047419059747,76.90157093434235,100.44526651716626,3.190655646013216,August,704.395050733247,Typhoid
West Bengal,34.05174042506036,73.74279666756931,141.12446740761223,5.427769334200602,September,818.2748088762316,Typhoid
Kerala,38.74021483859399,72.88919369235735,140.05143510316827,3.968788135984823,June,262.6734530986147,Typhoid
Assam,31.053311844178754,82.94664370075694,208.61666308291177,1.2440913105567732,August,513.1795346485983,Typhoid
Haryana,40.57405160776345,56.50108594397926,189.10780052393164,4.460620830120116,February,808.5347496432961,Typhoid
Meghalaya,27.227894965206826,49.98324620523535,302.9494016169545,3.3777439315688493,July,379.8905519771152,Typhoid
Assam,27.658464252516914,47.71443927927785,45.24023607356821,1.4238102069998315,July,26.79842552265316,Typhoid
Arunachal Pradesh,30.949069425443707,81.267899433877,304.3259200342683,5.20433680765482,February,413.0878498192381,Typhoid
Mizoram,37.92225732422799,50.895136340688026,186.99185101270413,3.327252119560119,February,589.5978156973932,Typhoid
Haryana,25.901313703058733,40.53883661816332,235.3144135431736,1.3591198573377756,October,1044.843100566245,Typhoid
Sikkim,44.56522997311144,60.0561094267552,121.20994906530068,2.4394197062691942,April,68.69827738562196,Typhoid
Tripura,28.718893535275942,80.42321880472025,77.05589230340851,1.7957655131113777,March,777.0575587314653,Typhoid
Assam,44.73739761993633,84.45621572936284,306.9204403689299,5.039793666961892,March,117.8031524469314,Typhoid
Nagaland,32.91256142268788,47.57476585183892,300.6708041001114,4.025884724588148,December,481.90093023525327,Typhoid
Assam,25.86410685960177,72.03462525022768,163.39742404578772,2.557074343521829,June,959.7705267874996,Typhoid
West Bengal,39.85922166499305,84.33978395814007,43.68734766653404,2.0765342151978907,December,202.2390347078359,Typhoid
Rajasthan,25.015371943167192,56.408275558904585,94.5382653261004,1.917363931850184,December,83.69627328488602,Typhoid
Meghalaya,29.837281017418157,81.7597097817567,338.6010770413771,4.905613422872048,September,518.0876009642475,Typhoid
Telangana,44.4553965438764,48.89669016135852,138.32675163171882,4.695454306067341,August,780.3769177933215,Typhoid
Gujarat,41.65234845707995,83.68233205994197,251.18256308536036,3.5911763786946613,February,420.9719449370335,Typhoid
Karnataka,44.492173968265874,85.21626375454723,123.61899530235564,2.0084625667357567,July,973.9013968278422,Typhoid
Kerala,36.60335868485765,40.18297311584817,6.357545874943242,4.969583393459768,June,102.04694760544268,Typhoid
Chhattisgarh,39.29596938832674,74.91754028140835,101.36234782802566,4.08452875509668,August,250.3679277881264,Typhoid
Rajasthan,37.39350022214934,88.1048406915092,174.14996694374665,3.2816318597970584,November,662.9430351695959,Typhoid
Kerala,29.21764415020943,83.03074895824679,94.3045274044709,4.6745677807929225,August,993.8719682297572,Typhoid
Kerala,32.19642208612374,46.11357131333231,3.189261685944864,1.4899653523067504,April,64.91113877202326,Typhoid
Uttar Pradesh,31.417529352746755,75.01814217203722,99.00649499505391,3.1210936740028115,November,1039.4865258265736,Typhoid
Tamil Nadu,36.75154356672329,67.18376110275145,103.90342955973829,1.0889660558413747,April,558.3346925140565,Typhoid
Tamil Nadu,34.51304358915604,62.37174912468275,153.26363856935762,1.9274046165286465,November,425.7597458389016,Typhoid
Goa,39.34267872658222,54.59010820757028,278.4246409855256,2.6885693802891115,February,390.1059084510013,Typhoid
Kerala,35.01039110446556,41.47000093066578,333.51441964554715,4.336477657114852,May,160.3546489964237,Typhoid
Karnataka,34.06990091908655,65.3627835277952,218.4399024902403,5.092723673339723,May,295.69776552461246,Typhoid
Andhra Pradesh,31.80814167633757,87.20961622624174,311.69420301641685,4.750182223435412,February,482.64553697473855,Typhoid
Meghalaya,36.04622759671342,71.43814216972615,253.1554836176462,2.1876363977573674,March,271.71219343800726,Typhoid
Maharashtra,33.85313064920247,81.13030780995234,285.45282770976127,1.4193201297477973,October,140.6927515575184,Typhoid
Jharkhand,30.6006383785648,66.18130185031006,244.45482464978988,2.862669039491185,August,126.50394206402804,Typhoid
Arunachal Pradesh,36.43041942992871,78.34852830571364,96.02745215798448,2.623935408384638,May,788.8734296724725,Typhoid
Maharashtra,32.39769062297747,66.05741099875004,203.3620905456469,4.241929437921165,April,324.5637388910661,Typhoid
Nagaland,41.70633115919938,56.50946370990107,217.2299733956468,1.3959609425446748,August,1056.4063455189469,Typhoid
Mizoram,42.32703745690721,80.73428945182263,290.4778307736326,2.5667042961290543,December,84.24036172320507,Typhoid
Telangana,28.708168870102085,56.318556722551904,112.704204979739,5.476044138501704,September,872.4886573768537,Typhoid
Bihar,37.09613488454365,44.35186331233929,287.4972275337868,5.702061367057245,February,994.8204087379625,Typhoid
Chhattisgarh,41.32966230912335,50.48992501445585,164.03304570450712,1.96356963562166,August,110.6111713747356,Typhoid
West Bengal,31.85918923784041,72.47686302808964,107.38551830090044,5.153887881492554,March,214.46790655847064,Typhoid
Tamil Nadu,27.72235359107367,81.37705779529972,5.562536384997638,2.98059383188507,May,236.1230259896656,Typhoid
Kerala,26.171467988916387,69.22156039125419,100.52527498687448,2.8916945844401667,February,962.7703742816744,Typhoid
Madhya Pradesh,40.56728084438916,65.53094715684239,179.4777021718154,1.7215988423925612,February,93.0467994950753,Typhoid
Tamil Nadu,41.54073875275533,56.01429386052448,235.57837037532607,2.0549989291845927,November,54.7983378329813,Typhoid
Chhattisgarh,33.22110281237191,64.23579314800527,330.55733562704114,3.456331549280578,December,916.8155714415544,Typhoid
Andhra Pradesh,35.52014582356893,41.42947674796557,270.97093198101214,5.165034414262803,July,432.41600765545394,Typhoid
Punjab,28.58202833039445,47.61456822609446,269.4470908116556,5.626779925870312,March,184.1239666473357,Typhoid
Punjab,41.62095125480368,47.98735320740741,73.01744917423316,2.0600192202541843,April,1029.971425038898,Typhoid
Assam,34.699646681722065,65.46272291745353,253.0019267300052,2.602681289002657,August,1096.7348818663556,Typhoid
Maharashtra,28.135889838327884,57.6293996544184,244.71667156056807,4.527832021769036,April,243.5912082919508,Typhoid
Rajasthan,42.219644072447664,89.01149659051922,47.98805751808664,3.872382501114447,December,1013.018402016874,Typhoid
Madhya Pradesh,42.13065744447695,82.13872667962515,304.5394593219812,4.267329521575027,March,818.1537149961077,Typhoid
Punjab,33.07408308179903,73.97725677944342,54.49752754147592,2.675378848422647,September,111.89979817367968,Typhoid
Gujarat,36.24608703684886,67.1617206652207,143.48108438471377,4.33281395891219,July,509.1470414409947,Typhoid
Telangana,31.182676254421786,59.378119931638665,275.41361868076103,3.614974520474456,July,752.4180481335933,Typhoid
Haryana,36.42855228824553,55.31969493011324,296.7235587355321,5.4637634306946445,May,866.9539142827871,Typhoid
Gujarat,25.82478317800812,82.98782186992017,99.7704369358174,1.5411954545074291,October,1065.108652293316,Typhoid
Meghalaya,41.17327069047917,53.21890085200408,163.9751010397149,5.256652143306149,January,798.2142568452283,Typhoid
West Bengal,43.25714867252764,65.93240775207224,30.94664042969917,3.665932783606669,September,501.54243392987365,Typhoid
Punjab,28.679452569610607,80.36064996291428,7.819790604726223,4.326143767831939,November,217.95139641816385,Typhoid
Punjab,32.17856190151686,84.55415392777996,230.29295184981157,4.087036674299156,September,793.8955258618581,Typhoid
Karnataka,37.00494906954339,82.29938353956273,253.08668970222595,1.7357242746416093,April,164.93375342093717,Typhoid
Tamil Nadu,31.028063055644115,67.22790421173383,107.20892725722967,5.117475921061242,February,972.416559834836,Typhoid
Telangana,25.83598940910033,86.17322718589655,67.89850296442411,1.111102983778563,May,352.872744783046,Typhoid
Manipur,39.643680141991545,66.28900343982505,304.506038165709,5.784256969762339,November,493.3962562751399,Typhoid
Tamil Nadu,26.79120713693965,87.4795306245312,93.80654398252804,5.6653447176354055,March,136.71080893150855,Typhoid
Uttarakhand,44.49690531990501,56.442687183918906,36.81207771190687,4.378285583412047,March,883.3536635291191,Typhoid
Haryana,34.220356095680614,51.210984900574765,278.485882088428,4.14294080397862,December,666.6660298533094,Typhoid
Meghalaya,42.500074865750335,54.14571486595016,162.68158351740945,5.9353188124393625,November,625.0515787283422,Typhoid
Arunachal Pradesh,36.53548823402981,79.51519861529718,221.49209772036667,4.614783346984844,December,446.17946551989314,Typhoid
Haryana,37.11160530100285,81.32953818171913,265.8482471787742,3.014365899927497,December,191.36407222936373,Typhoid
Goa,35.76952506431719,60.20663127000498,288.60873686103866,5.586288933410189,July,782.0979730780272,Typhoid
Haryana,42.33237153804349,51.28049072234088,123.65660491804064,1.953220573308045,December,579.2446599082576,Typhoid
Telangana,38.8947705136618,74.39694323861113,155.01732055234763,2.8448881805325223,July,192.5383972190064,Typhoid
Tamil Nadu,33.89547307076815,40.43931012670453,338.84396843821327,2.897775120316005,May,775.1973509222609,Typhoid
Mizoram,35.64058981468322,81.1048723529449,83.42118574055681,1.7779456641651403,August,459.5188547864133,Typhoid
Punjab,44.128945738951394,79.94729762730782,123.4669354256466,4.113458625352784,March,43.62248870026933,Typhoid
Gujarat,42.01215929843804,73.6911854174788,142.8735681666776,1.4686466675881502,December,527.1724008601082,Typhoid
Arunachal Pradesh,42.32142032325673,43.972106618570734,209.69817280482744,5.514571128960185,July,690.0967861650415,Typhoid
Chhattisgarh,43.99733310955518,81.01537406950854,308.367643675094,3.366998701600711,August,327.54620631150607,Typhoid
Himachal Pradesh,44.095410796997,57.81332728314016,68.98994956443967,1.4490679917643292,May,1075.0614685767912,Typhoid
Odisha,30.50028619743413,46.17942832336849,77.1357519272895,3.356930792042223,January,747.2701912617198,Typhoid
Andhra Pradesh,33.39943330430401,58.9892305041703,77.8186791147213,1.909762579428498,March,617.5712498800723,Typhoid
Uttar Pradesh,27.463693440843848,63.38110190389607,41.92048401147591,4.3069466880224025,February,358.51078744514166,Typhoid
Gujarat,35.54727438662832,41.62919002428919,309.52732418245824,1.7510958974517497,June,283.17743854742787,Typhoid
Arunachal Pradesh,44.2298197574089,57.44425221527656,51.69857201868395,4.525896069491861,May,217.5859021042683,Typhoid
Rajasthan,30.36302304628689,74.59055575109683,292.34575015022006,1.8136215426760407,March,779.3113341101742,Typhoid
Kerala,43.05280300470772,49.49840054975499,263.87349846880227,4.43090829042697,December,996.6113016211776,Typhoid
Bihar,37.06159649911269,53.78589933079338,343.6237412929632,1.3516544589307342,July,281.89487348974615,Typhoid
Uttarakhand,42.81743907482597,52.18536056114469,307.26124549804564,3.931649935291501,April,363.8061747943337,Typhoid
West Bengal,36.70002913274274,85.36332446551884,17.07258104229748,1.2259843258785028,March,478.0114068932537,Typhoid
Manipur,29.27444259775761,63.07906350899478,20.74382560112033,1.1667218689005852,March,492.4292522372185,Typhoid
Arunachal Pradesh,44.947617695948665,60.41085206032402,41.91326570612413,3.814623112945661,May,146.18577717010908,Typhoid
Bihar,27.51447424940673,40.36559304837933,125.55564213243876,5.979904172827361,November,655.5738239648376,Typhoid
Haryana,40.9225733983301,46.02568922635853,1.1176671750957548,3.075847680379421,May,211.45791190942137,Typhoid
Telangana,34.8788002577043,50.84075822490984,42.153270977339,2.9803458236365468,March,662.182163446272,Typhoid
West Bengal,44.110323232077576,67.90066053734657,58.6530103867902,3.119420415899123,May,987.6785673604356,Typhoid
Odisha,28.529076686467057,61.62570350845262,75.82022324364883,3.0694193079477485,July,1011.1547079985804,Typhoid
Uttar Pradesh,40.915185598694,48.1079165193482,246.9003024101356,1.9909662388257097,March,380.2578367336677,Typhoid
Odisha,37.21847304039849,54.07467542305032,324.1841201359537,4.432213529653847,September,1083.698311315345,Typhoid
Manipur,30.476942759031186,44.67287138327971,10.13597230340794,5.7963586191230405,December,484.3222779439134,Typhoid
Madhya Pradesh,44.34114201919732,56.84731329097693,231.85424383186032,2.756231908717687,August,925.1309538835357,Typhoid
Punjab,41.774197261518864,57.82219455139514,231.66734476664325,2.2626228862790163,October,1086.994198671381,Typhoid
Meghalaya,32.14466373399528,40.147157021089,173.71022047711546,2.640137733005344,June,1070.5641242688032,Typhoid
Bihar,25.52510812973158,55.53684860905041,142.39000396379657,1.2460548489175771,June,222.44704115405185,Typhoid
Tamil Nadu,30.826280607042325,78.39224882587824,212.6385391498316,5.987521968360584,October,383.1890534314568,Typhoid
Haryana,31.20052938475479,42.34043770025297,136.799392615473,2.6009525442092185,May,202.09306029612236,Typhoid
Meghalaya,40.41201654796862,69.86868785968389,74.38703162665801,2.0494950493812643,November,764.2233529034779,Typhoid
Sikkim,32.72183676165025,63.8702312447099,168.57978138608237,1.1842369460859077,August,415.11768757247887,Typhoid
Chhattisgarh,36.22708997733677,80.40534417283362,162.13173681089103,4.661494927256608,October,796.0812768073962,Typhoid
Tamil Nadu,44.53940573662031,85.78217889328543,206.16599883358805,2.517331909495088,March,996.746929240635,Typhoid
West Bengal,42.63933083109435,77.61803500325894,213.49273561851183,4.108601895691828,December,760.3771467273251,Typhoid
Kerala,32.13036017799873,48.3048681709894,163.57210213727438,3.734790976462489,July,998.4465907851044,Typhoid
Chhattisgarh,43.33649761215338,82.51856409208199,52.40375889683828,1.1524956388821703,December,778.6373893189739,Typhoid
Chhattisgarh,42.92104086744906,83.38959689013528,298.0219080764209,1.9865904417454616,March,730.4379791996805,Typhoid
Mizoram,33.613796999699176,78.38429727274738,157.66408932453973,3.61085595882082,July,505.7238131460321,Typhoid
Himachal Pradesh,32.49909494676764,63.425872982691054,162.7782847555647,5.5134742588012005,January,974.644230303314,Typhoid
Uttar Pradesh,37.26619722499608,80.73276903629557,153.58179822604723,1.786216718782013,October,232.2033107108384,Typhoid
Assam,31.56970509809601,42.20824824326586,257.2157192142422,2.7989998588030094,June,265.6572193056097,Typhoid
West Bengal,29.12830301545204,68.79402074513253,275.60734140509635,1.7801589743016506,February,576.5406012231612,Typhoid
Chhattisgarh,34.32933253525651,61.45440357728391,326.8540184168488,5.004697970372241,May,1044.4299151993732,Typhoid
Meghalaya,33.38040842034813,75.16054694783813,215.96166853921667,1.2228810664625749,July,867.7171370416547,Typhoid
Himachal Pradesh,36.48161024850308,87.74474989562762,132.16566062071465,2.432501592099245,February,320.18108809652034,Typhoid
Uttarakhand,43.51426885020211,60.75172631733113,108.73585691563233,5.371954516037384,December,553.4048704255875,Typhoid
Chhattisgarh,37.14971059768855,89.1113840305276,303.5208345481541,2.789303044658826,July,939.6376927497002,Typhoid
Nagaland,43.89559580033618,77.72174811177084,270.5943485270098,2.6929379973116427,March,975.4415278250754,Typhoid
Mizoram,29.36190837355375,77.59094328749346,145.4839305727114,1.102776109145826,March,186.69485438609348,Typhoid
Andhra Pradesh,32.583756060698555,80.82778416474018,250.0312452025776,1.9181354719447612,September,989.2834859361944,Typhoid
West Bengal,28.18908184555522,56.81376386723343,189.13992149925252,1.1606476472271008,September,547.6304752837822,Typhoid
Rajasthan,44.73803783992207,46.55615493268807,64.42588971004817,5.574383525867036,March,127.9977294529346,Typhoid
Odisha,32.38131754811047,87.2411802979436,86.41640071034257,2.2924696403933584,June,875.9972773089228,Typhoid
Himachal Pradesh,40.42459308774328,80.7472472905797,12.092860994273972,2.246598730303829,June,366.75987567039,Typhoid
Nagaland,40.79424271072308,50.734870544092026,163.62972095106622,5.134514435585392,March,1092.388110625509,Typhoid
Arunachal Pradesh,26.23165881786984,59.85833899258019,43.71932153338835,4.866828706490487,November,575.4595716456673,Typhoid
Mizoram,44.114965656511934,89.46626661682951,307.77290855385604,4.363519891765565,May,480.3354299402314,Typhoid
Tripura,25.260535231135677,68.07521656301458,343.8701272132537,5.032419523662984,September,350.9817780681363,Typhoid
Tripura,34.37959420310563,59.29021349806435,349.05394151748675,3.0217546742832884,November,799.5672379277596,Typhoid
West Bengal,37.054529804466014,41.21519745824047,58.3216748284056,4.68127765718466,April,186.32454394592472,Typhoid
Mizoram,39.20906475391787,44.02591391706589,246.14803163145424,5.575486835205272,January,472.8805501631117,Typhoid
Rajasthan,35.41688479749853,50.66378310168136,40.19451907487706,4.788780386807167,July,339.457361880547,Typhoid
Tripura,37.81525083425845,56.716137625049925,200.60325844860253,4.999852351430824,January,65.34465421144208,Typhoid
Maharashtra,31.9037888167257,89.91626732206649,143.74939839345765,1.188744861286792,January,1013.689289145908,Typhoid
Mizoram,40.322147769980496,77.4260733958462,187.41819521258284,1.071493306739655,February,113.94196234103856,Typhoid
Karnataka,38.57891204001509,66.95251301131405,42.29803003741416,2.8944558105983296,September,787.3645127531256,Typhoid
Andhra Pradesh,36.67182385185989,44.999239612424994,95.21222749743286,3.563602995335728,December,223.0302956350635,Typhoid
Sikkim,40.11014308902285,45.11329508817496,220.592322568564,4.424151452460007,July,160.26610463161313,Typhoid
Sikkim,32.09339119296465,46.64563417644635,243.6412621623577,1.4621992425937316,June,356.38570237864764,Typhoid
Karnataka,36.81572709481091,49.71867966825026,170.4849967393907,5.916017451468926,August,870.5326940395125,Typhoid
Manipur,30.45043391165413,57.03380704294371,201.7408382164062,3.7905145043967967,June,59.569111191173285,Typhoid
Odisha,34.420728758196375,75.0959203474808,231.8732396542146,1.525302887050613,January,145.36378659868433,Typhoid
Andhra Pradesh,35.26784934794355,80.16221603234126,300.1812800296587,1.890918896247808,July,618.688006725393,Typhoid
Uttar Pradesh,42.20180946568584,53.68290771663831,210.0753070038201,1.6248662725959797,September,837.240549324915,Typhoid
Sikkim,44.30814097420448,45.89131002521637,289.00466386467167,4.3676346117433065,September,439.4478805134439,Typhoid
Arunachal Pradesh,32.0747082054333,72.35663850441553,299.03267644183745,5.035526272158764,October,742.6618115084973,Typhoid
Gujarat,44.9215266194212,88.88397926928732,104.30984029910782,4.863161313761774,May,625.8603586534489,Typhoid
Himachal Pradesh,26.92560021273205,46.46577135746302,256.9076311698469,2.185591161632405,November,224.344873244446,Typhoid
Manipur,25.87974175289847,89.79319234181594,150.292083719347,3.4644881047572738,July,1066.015985927263,Typhoid
Nagaland,42.54516335280478,61.5506211258605,152.07294823477932,3.2447569111578805,December,628.4247032386675,Typhoid
Chhattisgarh,36.54142672578162,47.81383267183199,314.68425645557,2.6580755860915417,December,807.1572432604409,Typhoid
Rajasthan,37.52612260985741,51.04155073446633,186.40083678673517,3.353580502552886,March,1031.2616627218586,Typhoid
Nagaland,31.907488457455024,74.58247007549906,129.75296700563356,5.600756592611809,August,668.1527398364227,Typhoid
Goa,41.75903240788796,89.87934102476373,104.15254327222728,1.86870196009136,December,986.3850607360486,Typhoid
Kerala,36.07904857492443,63.22502539225965,112.30274603233003,1.009319034967938,March,27.715597229662933,Typhoid
Odisha,25.63326680672574,79.81946597062873,222.4135573785697,4.741639249130051,October,1033.051683178975,Typhoid
Punjab,39.2445388844768,41.03086977426855,348.3970186991092,5.147409100464621,March,682.7070870851559,Typhoid
Assam,31.18607903239973,42.01081701666632,116.05273906086342,3.562273002695339,May,768.9093905910003,Typhoid
Bihar,41.11132175285092,47.71386552463581,18.959546504596048,2.396717587773354,December,322.8672613661646,Typhoid
Gujarat,35.018655462454646,59.52376484852001,252.6830961579321,3.535491144931184,May,864.945729916711,Typhoid
Nagaland,28.95665149085897,79.4285207952918,86.55144524568558,2.474315504945455,February,343.1698958116536,Typhoid
Meghalaya,36.384818134134775,68.02088808007034,87.07277889661617,2.4386942876069764,April,601.3871179077248,Typhoid
Andhra Pradesh,38.37865005890567,63.63922226016787,304.9348173297832,4.079794452364438,October,595.297995792527,Typhoid
Chhattisgarh,39.04410334063452,71.26492164821931,323.8868488431792,1.5035823753555264,January,458.9238636078204,Typhoid
Tamil Nadu,38.21249790453034,63.59157036606703,296.9267695606742,3.3803383428205755,December,681.7389730072217,Typhoid
Goa,29.67906766939039,74.02146974819635,251.76219424996123,5.7826019839348985,June,924.226566341637,Typhoid
Kerala,37.10017134471963,89.17787368305775,273.7253292425303,5.082960162497683,October,317.6454919116896,Typhoid
Jharkhand,37.67131840076094,42.5667832167296,189.4851483234648,3.27636786826215,February,404.63219589715976,Typhoid
Manipur,25.62252056369232,67.47685216790498,160.64331573185498,1.391089903321657,July,969.800802310144,Typhoid
Punjab,29.40858997577786,64.84519291943496,167.96161010585726,2.7792927109774244,April,271.5711963985209,Typhoid
Sikkim,31.74545514163138,80.00035691805869,34.05735413806696,3.596035347673775,November,954.984480417725,Typhoid
Nagaland,32.5059827865718,62.51134779399671,197.7729011381035,3.94160379113712,March,182.44573230118004,Typhoid
Uttar Pradesh,28.445520462851896,77.19416664644906,162.57189266288106,4.476160870874769,August,456.0397417403136,Typhoid
Andhra Pradesh,39.93867544491957,73.16553110160135,153.8935341068796,5.564829193923212,March,543.2387462211082,Typhoid
Manipur,41.75553842525895,46.82046735036323,113.80982670557331,3.412137826268412,January,663.2522405229851,Typhoid
Kerala,42.16977952143762,89.73766567542287,325.6943276642157,1.4813993361467288,January,796.7682493522575,Typhoid
Tamil Nadu,33.761929674202904,83.936258225772,127.03617429497642,2.9077225983581334,September,370.3169438378744,Typhoid
Manipur,31.074009060952903,48.65649537719719,45.02438758333354,5.7635351846402445,September,467.8894001937059,Typhoid
Goa,40.048546848992885,60.354551085014975,20.22302190845197,2.1428911701304627,August,407.0175008357099,Typhoid
Himachal Pradesh,37.24761083933888,46.71499612374368,286.35758337143835,1.4697382380799398,October,371.6167570951413,Typhoid
Chhattisgarh,35.07521458877275,44.83607605041397,13.747284276579652,3.7609229187723376,July,753.0181423862407,Typhoid
Gujarat,38.28669678383382,63.112112413082016,124.7203133281755,1.6070873930712524,September,621.8830805296336,Typhoid
Assam,38.222719253307496,80.22270126681332,138.05741757524592,4.448813931869394,July,350.25360542160354,Typhoid
Mizoram,25.871879165739458,82.51720203055044,308.50821703071006,3.40136179427484,September,1058.8529729090287,Typhoid
Bihar,34.01442728290394,61.49195327333668,102.33895664502312,3.328533638014125,May,925.5151393380028,Typhoid
Arunachal Pradesh,41.236791815234895,41.80874867542104,56.67423383677296,2.749989709633012,October,532.564974929621,Typhoid
Himachal Pradesh,36.80546333444894,50.06800797539726,66.41980817075175,3.713251404174677,May,1011.6202372917456,Typhoid
Arunachal Pradesh,42.3294668508788,79.2992733883867,122.4481840671516,2.6466030552658104,March,298.1718637439328,Typhoid
Tamil Nadu,32.895526550105465,42.11190368645018,173.85318656661096,5.008921760127944,February,624.9916853606517,Typhoid
Kerala,41.2555403624891,67.925757726855,36.40120911397526,4.855354984354976,September,934.2703375858702,Typhoid
Manipur,40.08401770705564,80.21056385992975,333.3565956737695,3.62713693840071,January,109.0639215768943,Typhoid
Madhya Pradesh,32.77723033516212,85.43921587280849,198.8916636876469,1.7174150902364975,April,397.2290121890985,Typhoid
Punjab,25.664613523670667,87.58004107662035,207.8814061449346,5.370721480119217,January,332.06860481341903,Typhoid
Karnataka,30.405002831856194,48.09857629601727,77.81407767568042,4.740123355195526,October,229.6317964785384,Typhoid
Goa,44.16352663638466,66.4936244141187,102.18057879116284,3.9653954833729648,October,1084.02483071793,Typhoid
Kerala,36.6722300142344,61.82584358998707,130.07025696455904,2.713325929510266,November,334.463532845692,Typhoid
Sikkim,39.435526039589085,46.781693134206506,197.0480032623944,4.268312747747685,July,31.9036390754627,Typhoid
Arunachal Pradesh,39.19323180095076,85.41974806292484,85.29183795237199,2.225526856366957,April,1096.0024880166598,Typhoid
Tamil Nadu,34.29098219265413,51.75218501945075,164.94114711041576,1.1967346871718334,December,905.7292178513032,Typhoid
Maharashtra,31.173809281956963,46.67419075957502,122.04739671253122,2.614416219293791,July,469.26111430287466,Typhoid
